Data,Polaridade,Paul Ekman,Tweets Limpos
2/14/2021,negativo,raiva,Ah velho  febre Vai foder
2/14/2021,neutro,tristeza,Ana luíza nada ficou febre entendi nada U0001f97a
2/14/2021,neutro,tristeza,cheia febre aguento 😔
2/14/2021,positivo,felicidade,calor to achando bom sinal to febre etc
2/14/2021,negativo,neutro,dificuldade p respira febre dor garganta pressao baixa fumando cigarrao fi foda vida
2/14/2021,neutro,neutro,nada febre
2/14/2021,neutro,neutro,nada febre
2/14/2021,neutro,raiva,nada febre 😠
2/14/2021,neutro,neutro,dormi tanto hoje q pai acordar c termômetro achando q tava c febre doente
2/14/2021,negativo,neutro,ainda cima acho  febre
2/14/2021,negativo,tristeza,dnv Pedro febre nada 😩
2/14/2021,positivo,felicidade,o relaxante tá febre tomar banho quentinho 😊
2/14/2021,negativo,tristeza,febre falta ar tá matando
2/14/2021,negativo,tristeza, febre plmds
2/14/2021,negativo,tristeza,sei coisa sintomas leves covid ruim Cada dia passa fico pior dor corp… httpstcoSig4h6qRn2
2/14/2021,negativo,felicidade,FAMILIA FUFEBRE TA ALTAKKKKKKKKKKKKKK
2/14/2021,neutro,surpresa,Febre nada
2/14/2021,neutro,neutro,Febre tanta dor
2/14/2021,positivo,felicidade,Febre embora 🙌🏽
2/14/2021,neutro,neutro,febre dor cabeça dor ouvido dor garganta fml Deus
2/14/2021,positivo,felicidade,Graças deus febre passo
2/14/2021,negativo,tristeza,Guilherme fez hambúrguer artesanal n quero comer  fome febre desgraçada 😔
2/14/2021,positivo,felicidade,febre toda mole filha forças 😍
2/14/2021,negativo,tristeza,corpo tá trabalhando matar ontem enjôo hoje febre
2/14/2021,negativo,tristeza,três amgs próximos tudo bebo beijando boca enquanto  febre casa
2/14/2021,negativo,raiva,febre ta abaixando sério MERDA FIZ OUTRAS VIDAS ORA TA PAGANDO ASSIM
2/14/2021,neutro,tristeza, febre né possível
2/14/2021,negativo,raiva,odeio dor garganta mds prefiro febre
2/14/2021,negativo,raiva,Odeio ter febre Af
2/14/2021,neutro,neutro,Parece febre to corpo mole
2/14/2021,neutro,neutro,Parece  febre
2/14/2021,positivo,felicidade,passei mal semana inteira febre etc etc morrendo medo ser covid graças deus teste 1
2/14/2021,negativo,tristeza,Péssimo momento febre resfriado 😩
2/14/2021,neutro,neutro,aferirem temperatura amanhã vai ta 38 tá febre o quente q pele tá
2/14/2021,neutro,raiva,queimando febre cheia dor grt estressando matando
2/14/2021,neutro,medo,Senhores hoje passei dia meio mal bateu febre garganta raspar menos ainda nnMedo ser COVID… httpstcoAzsS6rw0kd
2/14/2021,neutro,medo,sério passei dia febre deitada  morrendo
2/14/2021,neutro,felicidade, cheia febre msm assim vou  luau kkkkkkkkk
2/14/2021,neutro,tristeza, febre novo bençoado médico queria dar atestado hoje consigo falar q… httpstcoykvfcSikm4
2/14/2021,negativo,tristeza, febretosse seca resfriadoninguém mereçe😫😫😫
2/14/2021,neutro,neutro, tanto frio acho  febre
2/14/2021,neutro,surpresa, ficando febre né
2/14/2021,negativo,tristeza,To ficando febre bom U0001f974🤒
2/14/2021,neutro,neutro, queimando febre vou dormir
2/14/2021,neutro,neutro,To queimando febre
2/14/2021,neutro,neutro, queimando febre😣🤦🏽u200d♂️
2/14/2021,neutro,neutro,todo dia horas dá febre
2/15/2021,neutro,neutro,Febre alta segunda começou sábado diarréia constante fraqueza q nunca senti vida… httpstcowv1UwHIpEU
2/15/2021,positivo,neutro,Acabei acordar disposto pouco dor articulações febre parece diminuiu… httpstcoZFpdtKHqYO
2/15/2021,neutro,neutro,infelizmente noite mal dormida  dor cabeça febre
2/15/2021,neutro,neutro,filha febre
2/15/2021,neutro,neutro,Aliás aqui nada possa fazer baixar febre ficar deitada dia todo
2/15/2021,neutro,raiva,440 manhã Matteo acordado febre medicado invés dormir mlk quer ver desenhonSó Deus
2/15/2021,neutro,neutro,febre tá passando  suando igual sla qque cama chega tá meio molhada
2/15/2021,neutro,neutro,acho q  cm febre n deveria ter ido  segundo round tomado terceiro banho dps fica ar   assim
2/15/2021,neutro,tristeza,acordar 386 d febre n eh bom ne
2/15/2021,negativo,neutro,acordei agora cheia febre garganta inflamada NADA bruxa ta oficialmente solta mim semana
2/15/2021,neutro,neutro,Acordei agora tomar remédio febre  queimando febre queimado sol Deus corpo todo dói
2/15/2021,neutro,neutro,Acordei cheio febre hj tomei banho gelado passo pouco  vou trabalha 🤦🏽u200d♂️U0001f92f
2/15/2021,neutro,tristeza,acordei 39 febre eba
2/15/2021,neutro,neutro,acordei queimando febre ave
2/15/2021,neutro,neutro,Amigos achei aconteceria comigo peço orem mim Acabei chegar hospital tava sinto… httpstcoXeUoSTGBml
2/15/2021,neutro,tristeza,Bomdiou 39 febre 🤒
2/15/2021,neutro,neutro,Cadu febre faz quase 1 ano febre
2/15/2021,negativo,neutro,delicia acordar madrugada 38 febre 😋
2/15/2021,neutro,neutro,Des 0430 acordada isabela febre
2/15/2021,negativo,tristeza,Deus ajuda aguento fica febre 😪
2/15/2021,neutro,neutro,Dia 1n430 manhãfebretosseincomodo gargantanVou sair ala assintomáticos subir  apartamento de… httpstcoOLxnaZyyBI
2/15/2021,neutro,neutro,Dores corpo todo fimdesemana febre desde 2h trabalho 435 casa contactei Saúde24 de… httpstcoGlvbYawdWD
2/15/2021,neutro,neutro,durmi 3 horas acordei suando porra pq deve ter sido efeito remédio tomei pq tava queimando… httpstcoajDfMqLM0I
2/15/2021,neutro,tristeza,acordei febre falta ar 😭
2/15/2021,neutro,neutro,febre indo vindo 😴
2/15/2021,neutro,tristeza,febre passa crl mds quero dormir 😩😩😩😩😩
2/15/2021,neutro,tristeza,podia ter acordado febre Passei noite inteira dor custava ganhar folga
2/15/2021,neutro,tristeza,to fervendo d febre escola fala  😭
2/15/2021,negativo,neutro,Febre última coisa precisava ter  aiai
2/15/2021,neutro,tristeza,febre tá passando dor vou chorar
2/15/2021,negativo,neutro,Febre garganta inflamada intoxicação alimentar bom dia pra
2/15/2021,neutro,neutro,Guell acordou agora nada cheio febre dor cabeça  aqui sala vendo desenho morrendo sono
2/15/2021,neutro,neutro,indo dormir agora febre pequeno abaixou
2/15/2021,neutro,tristeza,Kauã febre noite toda consigo ver neném assim 😭😭😭
2/15/2021,neutro,neutro,mano  febre
2/15/2021,neutro,medo,Deus  vomitando puta febre  medo real
2/15/2021,neutro,neutro,deusssss n aguento queimar febre
2/15/2021,neutro,neutro,namorado acordou tremendo febre cuidei igual criança
2/15/2021,neutro,neutro,neném tá cheio febre
2/15/2021,neutro,tristeza,consigo dormi ajudar ainda to febre 🤦🏻u200d♀
2/15/2021,neutro,tristeza,nao dormi nadinha noite febre 🤒😭
2/15/2021,neutro,neutro,mínimo semana isolada todo mundo casa pq n sei motivo ter tudo febre 👍
2/15/2021,neutro,neutro,ok consegui levantar pegar toalha gelada aliviar febre
2/15/2021,neutro,neutro,passei noite febre n dormi nada
2/15/2021,neutro,tristeza,queria tanto enrolar cobertor fizer febre piora 😓
2/15/2021,neutro,tristeza,Segue febre última hora mediquei 18h tá incomodado ainda acorda chorando U0001f97a
2/15/2021,neutro,tristeza,vim trabalhar pq mãe disse q mim vir nVontade 0 deixar filha casa queimando febre
2/15/2021,neutro,tristeza,Tava 384 febre acabei dormindo pq tava aguentando 😭
2/15/2021,neutro,neutro, ardendo febre desde hora q cheguei tomei  2 remédios continua igual
2/15/2021,neutro,neutro,To cheia febre uo
2/15/2021,neutro,tristeza,To cheia febre😩
2/15/2021,neutro,medo,to febre serio q medo
2/15/2021,neutro,neutro, desde sexta dor corpo dor garganta nvoltei comer normal hoje nsexta tava tb dor esmago… httpstcowFzVPdqt20
2/15/2021,neutro,neutro, queimando febre bx
2/15/2021,neutro,neutro,dia inteiro passando mal ✅nUma noite inteira conseguir dormir febre ✅
2/15/2021,neutro,neutro,virei noite acordada acho q febre aiai
2/15/2021,neutro,neutro,plano atendendo galerinha anda aglomerando chega aqui falta ar
2/15/2021,negativo,neutro,consegui dormir nada noite ainda acordei 2 vezes falta ar devido ansiedade noite
2/15/2021,neutro,neutro,entendo tá tudo bem respira fundo umas cinco vezes pode ajudar ansiedade falta ar
2/15/2021,neutro,neutro,Ansiedade atacando falta ar tudo normal aqui
2/15/2021,negativo,raiva,crlllll crise ansiedade madrugada tipo pq mano nn to ansioso nd acho to falta ar forte
2/15/2021,neutro,neutro,assim crise ansiedade crianças nvocê precisa motivo nvc chora nfalta ar ncabeça dói… httpstcoRh2K7mJNOX
2/15/2021,negativo,raiva,falta ar deshtacada ansiedade morra
2/15/2021,neutro,neutro,Aconteceu parente falta ar saturaçã… httpstcosFErsMMAxl
2/15/2021,neutro,neutro,teoria desse desgoverno bala barato vacina pois matando paciente gastos Sa… httpstcoHXwlsUUmiS
2/15/2021,neutro,neutro,existem 2 tipos pessoas normais falta ar náusea preso baixa segundo tip… httpstcogmyUpE3QCj
2/15/2021,neutro,neutro,todas vezes vi nada maioria fico falta ar acredito asma… httpstcoLtnrCHL9Lh
2/15/2021,neutro,neutro,Cólica falta ar insônia
2/15/2021,neutro,neutro,Falta ar bombinha vez passo
2/15/2021,negativo,tristeza,vontade vomitar tontura falta ar o grande vezes parece vou desmaiar  realmente e… httpstcoovYPJWzi5z
2/15/2021,negativo,raiva,fico falta ar lá odeio odeio odeio
2/15/2021,neutro,neutro,0447 manhã acordando falta ar
2/15/2021,neutro,neutro,2 meses casa chega apesar falta ar ainda sufocar
2/15/2021,neutro,tristeza,dor tanta tá dando falta ar 😣
2/15/2021,neutro,neutro,falta ar milhoess
2/15/2021,neutro,tristeza,Acordei falta ar língua dormente mds coisa ruim 😫😟
2/15/2021,neutro,neutro,acordei falta ar
2/15/2021,neutro,tristeza,ai  c falta d ar vontade vomitar
2/15/2021,positivo,felicidade,Cê louco bom demais sentir falta ar ver poucos voltando rotina 🙏🏻
2/15/2021,negativo,tristeza,Começou falta ar😭😭agora msm q vou dormi
2/15/2021,negativo,raiva,coração acelerado falta ar caralho
2/15/2021,neutro,neutro,deitei p dormir fiquei falta ar U0001f972
2/15/2021,neutro,neutro,deve ser horrível passar madrugada  merda comigo fico falta ar frequentemente causa… httpstconL4aBCV9Cy
2/15/2021,neutro,tristeza,acordei febre falta ar 😭
2/15/2021,neutro,neutro,esperando hora vou morrer falta ar
2/15/2021,neutro,neutro,sei identificar coisas sinto momento to dúvida princípio tosse… httpstco0SBeQhMgU1
2/15/2021,neutro,tristeza,Falta ar pior coisa universo 😭😭😭
2/15/2021,neutro,neutro,impossível dormi falta ar q 
2/15/2021,neutro,neutro,ja acordo morrendo falta ar
2/15/2021,negativo,neutro,batendo insegurança falta ar sentimento tudo dano errado
2/15/2021,negativo,neutro,coração começou doer falta ar deus
2/15/2021,neutro,neutro,vó tá hospital falta ar mãe tá lá sozinha casa morrendo sono posso dormi… httpstcoRdaKm4ixdi
2/15/2021,neutro,raiva,Morrendo falta ar máscara q cu
2/15/2021,neutro,tristeza,mt falta ar 😣
2/15/2021,negativo,tristeza,aguento falta ar VOU MORRER
2/15/2021,neutro,neutro,coração acelerado falta ar enfim madrugada chegou
2/15/2021,neutro,neutro,foda to ficando falta ar noite madrugada
2/15/2021,negativo,raiva,porra odeio acordo nada c falta ar maneU0001f92f
2/15/2021,neutro,tristeza,Preciso ir médico ver falta ar pq tá foda🤦🏻u200d
2/15/2021,neutro,neutro,Q falta ar Deus
2/15/2021,neutro,neutro,q falta ar
2/15/2021,neutro,neutro,desistimos sair falta d ar sumiu parece livramento
2/15/2021,neutro,raiva,falta ar porra
2/15/2021,neutro,neutro,falta ar
2/15/2021,neutro,neutro,acordou nada falta ar mesma
2/15/2021,neutro,neutro,Queria saber vó76 anos precisar leite UTI vao dar tá falta ar pode ser covid… httpstcoDabQGVsQTU
2/15/2021,neutro,raiva,sempre hora dormir q falta d ar q ódio 🤦🤧
2/15/2021,neutro,neutro,Simplesmente querendo dormir pq durante noite passada falta ar inexplicável
2/15/2021,neutro,raiva,Tavo o bem dormindo nada veio falta ar 😑😑🤧
2/15/2021,neutro,medo, falta ar socorro
2/15/2021,neutro,neutro, muita falta ar dor peito
2/15/2021,neutro,raiva,to pouco falta ar ainda vou usar máscara manhã todannputmerd
2/15/2021,neutro,raiva, falta ar caralho
2/15/2021,neutro,tristeza,To falta ar Deus
2/15/2021,neutro,neutro, desde sexta dor corpo dor garganta nvoltei comer normal hoje nsexta tava tb dor esmago… httpstcowFzVPdqt20
2/15/2021,neutro,tristeza,to tao preocupada falta ar 😭
2/15/2021,neutro,raiva,toda hora acordando assustada c porra  c muita falta ar 🤦🏽u200d👎🏽
2/15/2021,neutro,raiva,Todo dia è consigo dormir causa insônia falta ar crlh
2/15/2021,negativo,neutro,tomar q morra falta ar
2/15/2021,neutro,neutro,tomei remédio n adiantou to falta arnq fase
2/15/2021,neutro,tristeza,dor falta ar fim 💔💔💔😭
2/15/2021,neutro,neutro,falta ar leve ir dormir paz
2/15/2021,neutro,raiva,vsfd falta ar krl
2/15/2021,neutro,neutro,passa covid passa carnaval  nao passa tosse noturna cacau
2/15/2021,negativo,raiva,Juninho Ã fdp fica forÃando tosse  bota mÃo  p cair germes mim nojento U0001f92c
2/15/2021,neutro,raiva,momento tudo contra tosse principalmente cara vi tirando mÃscara farmÃciâ httpstcoCxEWXlmOGt
2/15/2021,neutro,neutro,To tosse alÃrgica deselegante
2/15/2021,neutro,neutro,pai maior tosse tosse covid ambulante
2/15/2021,neutro,neutro,pai voltando lavar calÃada forÃando tosse falando la rua ja pqguei covid querer httpstcoQcjZhBfieS
2/15/2021,negativo,raiva,Ã± aguento tosse pqp
2/15/2021,neutro,raiva, dormi nada acordei 6 horas manhÃ tanta tosse
2/15/2021,negativo,tristeza,n aguento tosse seca
2/15/2021,neutro,neutro, consigo dormir c tosse alÃrgica
2/15/2021,neutro,neutro,tosse  acabando comigo
2/15/2021,neutro,neutro,tosse acorda toda hora
2/15/2021,neutro,neutro,Q tosse Ã  to conseguindo falar x8fu200‚¸u200‚¸x8f
2/15/2021,neutro,neutro,quase morri aqui deus tosse
2/15/2021,negativo,raiva,odeio ficar tosse resfriado quebra
2/15/2021,neutro,neutro,vida Ã idoce convivo tosse
2/15/2021,neutro,raiva,tosse caralho  aguento
2/15/2021,neutro,neutro,tosse  acabando cmg
2/15/2021,neutro,neutro,130h metrÃ tosse caralho garganta queimando nariz entupido q  escorrer
2/15/2021,neutro,neutro,Aaaa cansada tosse
2/15/2021,neutro,raiva,Ã olhar p cama ataque tosse pqp
2/15/2021,neutro,neutro,fome tosse cede preciso fazer chichi asap
2/15/2021,neutro,neutro,vou tentar dormir tosse permitir
2/15/2021,neutro,neutro,crise tosse 220 manhÃ segue firme Todos dias neste horÃrio neste canal
2/15/2021,neutro,neutro,Foein galera dormir noite vai ser imposxadvel tosse
2/15/2021,neutro,raiva,sempre vou dormir comeÃa tosse chatice
2/15/2021,neutro,neutro,Mds nao aguento tosse
2/15/2021,neutro,neutro,vou mimi tosse  matando
2/15/2021,negativo,neutro,tosse miseria
2/15/2021,negativo,raiva,Tosse desgraÃada
2/15/2021,neutro,neutro, consigo dormir tosse
2/15/2021,neutro,neutro, tosse  levantou fazer chÃ mel mim
2/15/2021,negativo,medo, tosse insuporvel acho vou morrer
2/15/2021,neutro,neutro,nunca vou melhorar tosse juro
2/15/2021,neutro,neutro, aguento tosse to terceiro frasco xarope nada passar
2/15/2021,negativo,raiva,tosse escrota
2/15/2021,neutro,neutro,Tosse resfriado „
2/15/2021,neutro,neutro, morrendo tosse
2/15/2021,neutro,neutro,Quase botei tudo p tosse 
2/15/2021,negativo,raiva,N consigo dormir c tosse desgraÃada
2/15/2021,neutro,raiva,n aguento tosse pqp
2/15/2021,neutro,neutro,eh ansiedade eh garganta inflamada eh tosse
2/15/2021,neutro,neutro,tosse espirro  nada demais menos corona AMÃ‰M
2/15/2021,neutro,raiva,Porra  aguento tosse
2/15/2021,neutro,neutro, sendo cuidado noite parece  piora gripe tosse pfv  venha dizer covid q mando tomarem fiote
2/15/2021,neutro,neutro,hj q nao durmo tosse infernal
2/15/2021,neutro,neutro,Acordei agora ataque tosse ninguÃm merece
2/15/2021,neutro,neutro,to fazer messa olha pq hoje to sofrendo tosse  HELP
2/15/2021,neutro,neutro,pai fazendo competiÃÃo tosse alto
2/15/2021,neutro,neutro,to tosse falta ar tontura nnse nn acordar vcs  sabem pq
2/15/2021,neutro,neutro,ComeÃou hj c tosse cachorro kkkkkkkkk
2/15/2021,neutro,neutro,To so tosse
2/15/2021,neutro,neutro,nervoso tosse sei pq
2/15/2021,neutro,raiva,To passando mal tosse inferno
2/15/2021,neutro,neutro,tosse
2/16/2021,neutro,neutro,quanta gente nÃ Bota povinho sala alguÃm tossindo alma reclamando falta ar   httpstcoEPns1EWsae
2/16/2021,neutro,neutro, sei Ã  sinto cada vez falta ar mÃscara
2/16/2021,negativo,neutro,indo  trabalho todo dia palpitaÃÃo falta ar ansiedade httpstcozTLKckyOpI
2/16/2021,negativo,medo,toda vez q alguÃm fala pandemia  nervoso falta ar socorro acaba q pÃnico
2/16/2021,neutro,neutro,leve surtada 1hora chorando falta ar sinto renovada
2/16/2021,neutro,neutro, falta ar conta ansiedade vou pular
2/16/2021,neutro,raiva,Toda vez fico nervosa falta ar ODEIO
2/16/2021,neutro,neutro,Pq comecei ficar falta ar sai lÃ olhar trÃs
2/16/2021,neutro,neutro,Sciencia sciencia sciencia foco foco foco Fique casa  vÃ hospital falta ar httpstcojpITictwWZ
2/16/2021,neutro,neutro,falta ar 
2/16/2021,neutro,neutro,Voltei casa vovÃ domingo ficar desde eno  sentiu falta ar nenhuma vez U0001f97ax8f
2/16/2021,neutro,neutro,Sentindo dor peitouma falta ar sinistra
2/16/2021,positivo,neutro,Olha fato covid gente pegou demos sorte 9 pessoas  falta ar  forte 
2/16/2021,neutro,neutro,ia morrer atropelada falta ar
2/16/2021,neutro,neutro,falta ar rodrigo falta ar
2/16/2021,neutro,medo,gebte socorro to cm puta falta ar n to conseguindo respirar direito oq faÃo
2/16/2021,neutro,medo,tambem n to falta ar febre acho ta tudo ok medo Ã real dkdmkdmnd
2/16/2021,negativo,neutro,varre casa c falta ar ideia merda
2/16/2021,neutro,medo, comeÃar tomar remÃdio vou acabar morrendo Hoje percebi quanto Ã desesperador sentir fal httpstcoiv9191LGAy
2/16/2021,neutro,neutro,to cheia falta ar
2/16/2021,neutro,neutro,Nnsei oq Ã pior dor peito falta ar nn conseguir dormir U0001f97a ansiedade realmente destrÃi
2/16/2021,neutro,raiva,to falta ar novo saco
2/16/2021,neutro,neutro,qlem tydi agora to falta ar
2/16/2021,neutro,neutro,calor  deixando falta ar
2/16/2021,neutro,neutro, sentindo falta ar estranhatmlc
2/16/2021,negativo,raiva,Falta ar fudida vou matar homem
2/16/2021,neutro,tristeza, AGUENTO TWR FALTA AR
2/16/2021,neutro,neutro,q falta ar
2/16/2021,neutro,neutro, aguento falta ar rio
2/16/2021,neutro,neutro,Fiquei 3 minutos revirando cama falta ar saber fazer parar
2/16/2021,neutro,neutro, resfriada caraca falta ar atacou
2/16/2021,neutro,neutro, aguento surtar chorar tremer ter falta ar dor  esperar ajuda divina cair cÃu
2/16/2021,neutro,neutro, arrumei casa  aqui quase morrendo falta ar x8fu200¸x8f
